Protein,Label,log2FC,SE,Tvalue,DF,pvalue,adj.pvalue,issue,MissingPercentage,ImputationPercentage
A0A087SE71;E1Z696,LZ5-I_3,-0.362338179042649,0.200325480635809,-1.80874733405172,8,0.108097554000854,0.152608311530617,NA,0.636363636363636,0.545454545454545
A0A087SE71;E1Z696,LZ5-III_3,0.817462526604965,0.205484963566431,3.9782109231593,8,0.00407187319649394,0.0105567082872065,NA,0.242424242424242,0.242424242424242
A0A087SF19;E1ZSI5,III_3-I_3,-0.623113494905943,0.149764607247902,-4.16061916334155,8,0.00316252776536841,0.00796488474240932,NA,0.5625,0.479166666666667
A0A087SF19;E1ZSI5,LZ5-I_3,1.13151987273871,0.149764607247902,7.55532227227576,8,6.5751775331524e-05,0.000611965852232998,NA,0.431818181818182,0.340909090909091
A0A087SF19;E1ZSI5,LZ5-III_3,1.75463336764465,0.158823776935125,11.0476743564747,8,4.01548330875023e-06,5.62167663225033e-05,NA,0.227272727272727,0.227272727272727
A0A087SF30,III_3-I_3,-0.994320655376549,0.283855590520576,-3.50291024232786,6,0.0127810364638541,0.0248317279869165,NA,0.555555555555556,0.305555555555556
A0A087SF30,LZ5-I_3,0.0580672068640452,0.23636478180886,0.245667761583035,6,0.814127029578025,0.86201685484732,NA,0.636363636363636,0.363636363636364
A0A087SF30,LZ5-III_3,1.05238786224059,0.289527660937168,3.63484393454544,6,0.0109018402950065,0.0236547703164911,NA,0.333333333333333,0.333333333333333
A0A087SF75,III_3-I_3,NA,NA,NA,NA,NA,NA,completeMissing,NA,NA
A0A087SF75,LZ5-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SF75,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SFG0,III_3-I_3,0.729784797810309,0.149038127159137,4.8966315648282,9,0.000851595518942538,0.00288593518428035,NA,0.166666666666667,0.166666666666667
A0A087SFG0,LZ5-I_3,-0.60171684026505,0.156312506479211,-3.84944783893589,9,0.00390961451905047,0.0117288435571514,NA,0.333333333333333,0.333333333333333
A0A087SFG0,LZ5-III_3,-1.33150163807536,0.156312506479211,-8.51820284931868,9,1.33607222669863e-05,0.000103916728743226,NA,0.454545454545455,0.454545454545455
A0A087SG29;E1ZJE0;E1Z520,III_3-I_3,-0.804049057096008,0.0839213467217241,-9.58098372470313,9,5.10384869389924e-06,6.94123422370296e-05,NA,0.472222222222222,0.472222222222222
A0A087SG29;E1ZJE0;E1Z520,LZ5-I_3,-0.586706911629262,0.089202801417607,-6.57722518021117,9,0.000101914893735788,0.000815319149886307,NA,0.606060606060606,0.606060606060606
A0A087SG29;E1ZJE0;E1Z520,LZ5-III_3,0.217342145466746,0.089202801417607,2.43649461690388,9,0.0375800942983324,0.0584579244640727,NA,0.393939393939394,0.393939393939394
A0A087SG86,III_3-I_3,-0.328079627090955,0.087758639939391,-3.73843108003426,9,0.00463670762691426,0.0112605756653632,NA,0.166666666666667,0.166666666666667
A0A087SG86,LZ5-I_3,0.679205727317865,0.0936689544973113,7.25112958677638,9,4.81042492541661e-05,0.000577250991049993,NA,0.136363636363636,0.136363636363636
A0A087SG86,LZ5-III_3,1.00728535440882,0.0936689544973113,10.7536735070288,9,1.94820187537914e-06,5.62167663225033e-05,NA,0.0454545454545454,0.0454545454545455
A0A087SG91;E1ZQW2,III_3-I_3,-0.639624801027357,0.108680741387675,-5.88535551800987,1,0.107146839452198,0.161910779616654,NA,0.75,0.25
A0A087SG91;E1ZQW2,LZ5-I_3,-0.200971761960761,0.114869819737771,-1.7495610458826,1,0.330567481008023,0.403404383603011,NA,0.727272727272727,0.272727272727273
A0A087SG91;E1ZQW2,LZ5-III_3,0.438653039066596,0.101718053322014,4.31244036570314,1,0.145060239701478,0.178144154019359,NA,0.727272727272727,0.272727272727273
A0A087SHR1;E1ZDH1,III_3-I_3,-0.871743123550618,0.124204377216128,-7.01861836989607,9,6.19619617032718e-05,0.000526676674477811,NA,0.480769230769231,0.480769230769231
A0A087SHR1;E1ZDH1,LZ5-I_3,0.300212276172502,0.131907444494311,2.27593125864439,9,0.0488866719367214,0.0926273784064194,NA,0.51048951048951,0.510489510489511
A0A087SHR1;E1ZDH1,LZ5-III_3,1.17195539972312,0.131907444494311,8.88467974052568,9,9.48685615664857e-06,9.48685615664857e-05,NA,0.223776223776224,0.223776223776224
A0A087SHS8;E1ZM95;E1Z284,III_3-I_3,-0.505330427217299,0.113223511418627,-4.46312272853751,9,0.00157016395876397,0.004270845967838,NA,0.208333333333333,0.208333333333333
A0A087SHS8;E1ZM95;E1Z284,LZ5-I_3,-0.14263555872904,0.11911726282185,-1.19743818276251,9,0.26172117533557,0.336498654002876,NA,0.348484848484849,0.348484848484849
A0A087SHS8;E1ZM95;E1Z284,LZ5-III_3,0.362694868488259,0.11911726282185,3.0448556313009,9,0.0139081849976801,0.0278163699953602,NA,0.303030303030303,0.303030303030303
A0A087SI38,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SI38,LZ5-I_3,NA,NA,NA,NA,NA,NA,completeMissing,NA,NA
A0A087SI38,LZ5-III_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SI84;E1ZJ35,III_3-I_3,0.238818223299788,0.16701529561146,1.42991827440386,9,0.186523345870344,0.248697794493792,NA,0.3,0.3
A0A087SI84;E1ZJ35,LZ5-I_3,-0.577821256340902,0.176666775731154,-3.27068433750221,9,0.00967213666346201,0.0230390376181394,NA,0.309090909090909,0.309090909090909
A0A087SI84;E1ZJ35,LZ5-III_3,-0.81663947964069,0.176666775731154,-4.62248476693447,9,0.00124993369113002,0.00416644563710008,NA,0.309090909090909,0.309090909090909
A0A087SIQ1;E1ZBE1,III_3-I_3,0.57545569515296,0.174297026091626,3.30158068704195,9,0.00920666939698211,0.0189713187574177,NA,0.291666666666667,0.291666666666667
A0A087SIQ1;E1ZBE1,LZ5-I_3,-0.258984750997417,0.183084016558795,-1.41456778076664,9,0.190846349286977,0.254461799049303,NA,0.25,0.25
A0A087SIQ1;E1ZBE1,LZ5-III_3,-0.834440446150377,0.183084016558795,-4.55769139127668,9,0.00137078261324453,0.00436158104214167,NA,0.568181818181818,0.568181818181818
A0A087SIY9;E1ZS72,III_3-I_3,1.47211213003338,0.134838769143655,10.9175731830139,1,0.0581492164269739,0.0898669708416869,NA,0.416666666666667,0.0833333333333333
A0A087SIY9;E1ZS72,LZ5-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.909090909090909,0.0909090909090909
A0A087SIY9;E1ZS72,LZ5-III_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.454545454545455,0
A0A087SJ70,III_3-I_3,0.986559215975465,0.1562208444189,6.31515736357209,9,0.000138470483503017,0.00072430714447732,NA,0.527777777777778,0.527777777777778
A0A087SJ70,LZ5-I_3,0.535230889160102,0.164439381191593,3.25488265208497,9,0.00991958564114337,0.0230390376181394,NA,0.515151515151515,0.515151515151515
A0A087SJ70,LZ5-III_3,-0.451328326815363,0.164439381191593,-2.74464865742537,9,0.0226744545341091,0.038712483350918,NA,0.666666666666667,0.666666666666667
A0A087SJF8;E1ZJL1,III_3-I_3,-0.416366183338556,0.134407950713845,-3.09777941801228,9,0.0127681281606855,0.0248317279869165,NA,0.25,0.25
A0A087SJF8;E1ZJL1,LZ5-I_3,-0.0921795013828358,0.143111368717658,-0.644110263278209,9,0.535572173855277,0.613607439557448,NA,0.393939393939394,0.393939393939394
A0A087SJF8;E1ZJL1,LZ5-III_3,0.324186681955721,0.143111368717658,2.26527553233945,9,0.0497457918334707,0.0740894771987862,NA,0.181818181818182,0.181818181818182
A0A087SJM7,III_3-I_3,-0.560439537156087,0.105809685454228,-5.29667520274906,9,0.000496033035563226,0.00187390257879441,NA,0.5,0.5
A0A087SJM7,LZ5-I_3,1.22803685147376,0.112718248691239,10.8947474409191,9,1.74581587764067e-06,6.2849371595064e-05,NA,0.272727272727273,0.272727272727273
A0A087SJM7,LZ5-III_3,1.78847638862985,0.112718248691239,15.8667865176728,9,6.91910100325543e-08,4.8433707022788e-06,NA,0.272727272727273,0.272727272727273
A0A087SJV3,III_3-I_3,-0.660211539314356,0.189266928494595,-3.4882562134103,9,0.00684892644342705,0.0160595516604496,NA,0.25,0.25
A0A087SJV3,LZ5-I_3,0.498863496338347,0.198504829271119,2.51310508751904,9,0.0331414739473928,0.0644915168706021,NA,0.2,0.2
A0A087SJV3,LZ5-III_3,1.1590750356527,0.198504829271119,5.83902688870925,9,0.000247117152903709,0.00102463549282744,NA,0.254545454545455,0.254545454545455
A0A087SJX6;E1ZF33,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.833333333333333,0.166666666666667
A0A087SJX6;E1ZF33,LZ5-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.590909090909091,0.0454545454545455
A0A087SJX6;E1ZF33,LZ5-III_3,0.666867640757409,0.156071618240074,4.27283094951713,3,0.0235337522314585,0.0392229203857641,NA,0.409090909090909,0.227272727272727
A0A087SK64;E1ZFE4,III_3-I_3,-0.414265052620803,0.27146444686381,-1.52603796705885,4,0.201700003146124,0.263761542575701,NA,0.625,0.208333333333333
A0A087SK64;E1ZFE4,LZ5-I_3,0.629428517268612,0.238429956147593,2.63988857540612,4,0.0575870847644944,0.0988142150290268,NA,0.545454545454545,0.272727272727273
A0A087SK64;E1ZFE4,LZ5-III_3,1.04369356988942,0.259569658647009,4.02086120284475,4,0.0158531036453593,0.0299923582479771,NA,0.409090909090909,0.227272727272727
A0A087SK74,III_3-I_3,0.0522653673556965,0.293394784776193,0.178140069516115,4,0.867270945102853,0.867270945102853,NA,0.805555555555556,0.388888888888889
A0A087SK74,LZ5-I_3,1.19746585133582,0.257691592679225,4.6468953018053,4,0.00968390906332006,0.0230390376181394,NA,0.606060606060606,0.333333333333333
A0A087SK74,LZ5-III_3,1.14520048398012,0.28053907247521,4.08214254747462,4,0.0150719062462288,0.0293064843676671,NA,0.575757575757576,0.393939393939394
A0A087SKF4;E1Z9Q9,III_3-I_3,-0.449618959212471,0.127864039595943,-3.5163831882153,8,0.00788753613210647,0.0173016921607497,NA,0.5,0.5
A0A087SKF4;E1Z9Q9,LZ5-I_3,-0.0234252651023546,0.147603771667955,-0.158703702741766,8,0.877835520070797,0.902916534929963,NA,0.545454545454545,0.454545454545455
A0A087SKF4;E1Z9Q9,LZ5-III_3,0.426193694110116,0.147603771667955,2.88741736944817,8,0.0202793573412301,0.0363988465099002,NA,0.545454545454545,0.454545454545455
A0A087SKG6;E1ZAC3,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.75,0.25
A0A087SKG6;E1ZAC3,LZ5-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.590909090909091,0.0454545454545455
A0A087SKG6;E1ZAC3,LZ5-III_3,1.49621815234779,0.338326966874203,4.42240287899993,4,0.01148945986801,0.0236547703164911,NA,0.318181818181818,0.318181818181818
A0A087SL21;E1ZHZ0;E1Z5I7;E1ZCE0,III_3-I_3,-1.30640169888397,0.261616209523522,-4.99358086895037,9,0.00074547290337712,0.00266800828577075,NA,0.388888888888889,0.388888888888889
A0A087SL21;E1ZHZ0;E1Z5I7;E1ZCE0,LZ5-I_3,-1.10388766103062,0.276360605479132,-3.99437415877993,9,0.00313694730827541,0.0102663730089013,NA,0.545454545454545,0.545454545454545
A0A087SL21;E1ZHZ0;E1Z5I7;E1ZCE0,LZ5-III_3,0.202514037853351,0.276360605479132,0.732789094531936,9,0.482335018477802,0.541973299711704,NA,0.242424242424242,0.242424242424242
A0A087SLA8;E1ZGF3,III_3-I_3,-0.470299674964054,0.30347191452639,-1.54973047735907,7,0.165138923885378,0.229172384167463,NA,0.541666666666667,0.375
A0A087SLA8;E1ZGF3,LZ5-I_3,1.48869460417308,0.283285274077243,5.25510762612799,7,0.00117962364788404,0.004470152770929,NA,0.409090909090909,0.227272727272727
A0A087SLA8;E1ZGF3,LZ5-III_3,1.95899427913713,0.313987282285098,6.23908798114435,7,0.000428659970212131,0.00150030989574246,NA,0.272727272727273,0.272727272727273
A0A087SN43;E1Z9G1,III_3-I_3,-1.44178683893111,0.235509004369409,-6.12200303250226,8,0.000282545476642415,0.00137236374369173,NA,0.5,0.416666666666667
A0A087SN43;E1Z9G1,LZ5-I_3,-0.279493226437988,0.235509004369409,-1.18676237958013,8,0.269365212419863,0.340250794635616,NA,0.272727272727273,0.181818181818182
A0A087SN43;E1Z9G1,LZ5-III_3,1.16229361249312,0.246633927931712,4.71262661321656,8,0.00151652394919699,0.0046155076714691,NA,0.272727272727273,0.272727272727273
A0A087SN66;E1Z5P4,III_3-I_3,0.0628369299334303,0.140712168121001,0.446563582755655,6,0.670855810186257,0.735777340204282,NA,0.541666666666667,0.458333333333333
A0A087SN66;E1Z5P4,LZ5-I_3,-0.24880238891273,0.164837555450126,-1.50937926877961,6,0.181939510981995,0.24716310925856,NA,0.636363636363636,0.363636363636364
A0A087SN66;E1Z5P4,LZ5-III_3,-0.31163931884616,0.170054153783556,-1.83258868961715,6,0.116569240016265,0.148360850929792,NA,0.590909090909091,0.409090909090909
A0A087SND2,III_3-I_3,0.31252657916095,0.0661167575359511,4.72688907938373,9,0.00107859895082552,0.00308517760618154,NA,0.104166666666667,0.104166666666667
A0A087SND2,LZ5-I_3,-0.268323866631081,0.0706712765326239,-3.79678816905501,9,0.00423822019282216,0.0122060741553278,NA,0.0454545454545454,0.0454545454545455
A0A087SND2,LZ5-III_3,-0.58085044579203,0.0706712765326239,-8.21904561924665,9,1.78267322570314e-05,0.000124787125799219,NA,0.0681818181818182,0.0681818181818182
A0A087SNM4,III_3-I_3,-0.0569842908260367,0.229284689073601,-0.248530728572742,9,0.80930206912813,0.846654472318659,NA,0.611111111111111,0.611111111111111
A0A087SNM4,LZ5-I_3,0.503101411228094,0.240475810650335,2.09210818280443,9,0.0659574171489168,0.109722563843546,NA,0.575757575757576,0.575757575757576
A0A087SNM4,LZ5-III_3,0.560085702054131,0.240475810650335,2.32907293477649,9,0.0448151064448559,0.0681969011117372,NA,0.515151515151515,0.515151515151515
A0A087SNN6,III_3-I_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SNN6,LZ5-I_3,NA,NA,NA,NA,NA,NA,completeMissing,NA,NA
A0A087SNN6,LZ5-III_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,NA,NA
A0A087SNV1,III_3-I_3,-0.308207771972879,0.118805690514934,-2.59421725202748,8,0.0319032719303047,0.0504516858432726,NA,0.541666666666667,0.458333333333333
A0A087SNV1,LZ5-I_3,1.11350027742825,0.118805690514934,9.37244901824193,8,1.37410971745577e-05,0.000247339749142039,NA,0.318181818181818,0.227272727272727
A0A087SNV1,LZ5-III_3,1.42170804940113,0.125819452953122,11.299588545587,8,3.385746057738e-06,5.62167663225033e-05,NA,0.272727272727273,0.272727272727273
A0A087SP16,III_3-I_3,-0.439012149845335,0.301547218804404,-1.45586535861933,9,0.179408961133039,0.243996187140934,NA,0,0
A0A087SP16,LZ5-I_3,-1.56465833173998,0.316265391223159,-4.94729545236883,9,0.000794243611482948,0.00336385529569248,NA,0.0303030303030303,0.0303030303030303
A0A087SP16,LZ5-III_3,-1.12564618189465,0.316265391223159,-3.55918229794668,9,0.00612712102009683,0.0151634226939025,NA,0.0303030303030303,0.0303030303030303
A0A087SPA9,III_3-I_3,-0.179873505389153,0.132940605196049,-1.35303660701628,8,0.213035842561367,0.268267357299499,NA,0.541666666666667,0.458333333333333
A0A087SPA9,LZ5-I_3,0.817117996734959,0.132940605196049,6.14648921997871,8,0.000275052347434634,0.00152336684733028,NA,0.363636363636364,0.272727272727273
A0A087SPA9,LZ5-III_3,0.996991502124112,0.13885193360316,7.18024932208378,8,9.42539436383782e-05,0.000507521234975883,NA,0.318181818181818,0.318181818181818
A0A087SQ68,III_3-I_3,-0.336608929044412,0.204833189016487,-1.6433319749629,9,0.1347278801025,0.192190056927262,NA,0.666666666666667,0.666666666666667
A0A087SQ68,LZ5-I_3,0.245445828533143,0.215903518892522,1.13683107061969,9,0.284970665328672,0.353756687994213,NA,0.659090909090909,0.659090909090909
A0A087SQ68,LZ5-III_3,0.582054757577555,0.215903518892522,2.69590213519079,9,0.0245579602823884,0.0399780748783068,NA,0.568181818181818,0.568181818181818
A0A087SQR3,III_3-I_3,0.57222169001637,0.0861609763298889,6.64130926076645,9,9.46761793216844e-05,0.000585270926715867,NA,0.0277777777777778,0.0277777777777778
A0A087SQR3,LZ5-I_3,-0.0321171746629652,0.0921462168698611,-0.348545775984755,9,0.735444909156987,0.802303537262168,NA,0,0
A0A087SQR3,LZ5-III_3,-0.604338864679336,0.0921462168698611,-6.55847722465751,9,0.000104145185738647,0.000520725928693233,NA,0.0303030303030303,0.0303030303030303
A0A087SS52;E1ZR65,III_3-I_3,0.0909849225337644,0.123082330097067,0.739220020144329,9,0.478608895611323,0.551617032229999,NA,0.166666666666667,0.166666666666667
A0A087SS52;E1ZR65,LZ5-I_3,0.501893240183496,0.12965996748102,3.87084194091722,9,0.00378390300075093,0.0117288435571514,NA,0.0606060606060606,0.0606060606060606
A0A087SS52;E1ZR65,LZ5-III_3,0.410908317649732,0.12965996748102,3.16912247961099,9,0.0113820241988918,0.0236547703164911,NA,0.242424242424242,0.242424242424242
A0A087SS91;E1Z6W8,III_3-I_3,-2.7951274598792,0.234172410742599,-11.9361945799482,9,8.05752378152391e-07,5.47911617143626e-05,NA,0.44047619047619,0.44047619047619
A0A087SS91;E1Z6W8,LZ5-I_3,-1.41476573988774,0.245602096384173,-5.76039765423969,9,0.000272703220307147,0.00152336684733028,NA,0.688311688311688,0.688311688311688
A0A087SS91;E1Z6W8,LZ5-III_3,1.38036171999146,0.245602096384173,5.62031733569688,9,0.000325699940725954,0.00126661088060093,NA,0.233766233766234,0.233766233766234
A0A087SSC1;E1ZDR7,III_3-I_3,-0.730709715847073,0.150237167593707,-4.86370801280787,9,0.000891244689263049,0.00288593518428035,NA,0.222222222222222,0.222222222222222
A0A087SSC1;E1ZDR7,LZ5-I_3,-0.0254575638195541,0.160373178559098,-0.158739535178403,9,0.8773790145707,0.902916534929963,NA,0.303030303030303,0.303030303030303
A0A087SSC1;E1ZDR7,LZ5-III_3,0.705252152027518,0.160373178559098,4.3975692092904,9,0.00172646189327574,0.00488346701992928,NA,0.121212121212121,0.121212121212121
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,III_3-I_3,-0.165761227143296,0.127779307921736,-1.29724624306796,9,0.226811849740276,0.280421923315251,NA,0.166666666666667,0.166666666666667
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,LZ5-I_3,-0.184532766618223,0.136162499850022,-1.3552392679444,9,0.208374430434697,0.272781072569058,NA,0.0909090909090909,0.0909090909090909
A0A087SSE1;A0A087S9H0;A0A087S9Z5;E1ZGZ5;A0A087SHK1;A0A087S9W9;E1ZRB7;E1ZRA5;E1ZSZ5;E1ZCE3;A0A087SIU2;E1Z2X3;E1ZR66;E1ZFV1;A0A087S9X1;E1ZRC8;E1Z345;A0A087SS41;A0A087SDR2,LZ5-III_3,-0.0187715394749264,0.136162499850022,-0.137861301721124,9,0.893385138337315,0.933387457964359,NA,0.0909090909090909,0.0909090909090909
A0A087SSF2,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.541666666666667,0.0416666666666667
A0A087SSF2,LZ5-I_3,0.229572588359788,0.138005017290267,1.66350900037878,4,0.171543623997962,0.237521940920255,NA,0.181818181818182,0.181818181818182
A0A087SSF2,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.681818181818182,0.136363636363636
A0A087SSM0,III_3-I_3,0.207577895554774,0.0767896802346374,2.70320041599994,9,0.0242661812536165,0.0392881029820457,NA,0.174242424242424,0.174242424242424
A0A087SSM0,LZ5-I_3,-0.494480768483443,0.0818397602557197,-6.0420603254258,9,0.000192341059895629,0.00125895966477139,NA,0.15702479338843,0.15702479338843
A0A087SSM0,LZ5-III_3,-0.702058664038217,0.0818397602557197,-8.57845455368561,9,1.26191829041833e-05,0.000103916728743226,NA,0.214876033057851,0.214876033057851
A0A087ST26;E1Z453;A0A087SDN5,III_3-I_3,0.71677384502239,0.133719391330221,5.36028348537955,7,0.00105246720849239,0.00308517760618154,NA,0.444444444444444,0.361111111111111
A0A087ST26;E1Z453;A0A087SDN5,LZ5-I_3,-0.298314866797647,0.148137473265172,-2.01377045404069,7,0.0838978329286233,0.128524339805551,NA,0.424242424242424,0.333333333333333
A0A087ST26;E1Z453;A0A087SDN5,LZ5-III_3,-1.01508871182004,0.142545350111197,-7.12116327209682,7,0.000190098427408802,0.000887125994574412,NA,0.727272727272727,0.545454545454545
A0A087STM2;E1Z2U6;E1ZND4,III_3-I_3,-0.757899648991641,0.0910950708578467,-8.3198755086797,9,1.61607295741106e-05,0.000183154935173254,NA,0.291666666666667,0.291666666666667
A0A087STM2;E1Z2U6;E1ZND4,LZ5-I_3,-0.78943906597734,0.0970352229234256,-8.13559285168354,9,1.93486957558164e-05,0.000278621218883757,NA,0.272727272727273,0.272727272727273
A0A087STM2;E1Z2U6;E1ZND4,LZ5-III_3,-0.0315394169856998,0.0970352229234256,-0.325030602656407,9,0.75258620932113,0.798197494734532,NA,0.0454545454545454,0.0454545454545455
E1Z342;A0A087SQJ2,III_3-I_3,-1.2490794111763,0.186890053251274,-6.68349861025995,9,9.02179000141778e-05,0.000585270926715867,NA,0.416666666666667,0.416666666666667
E1Z342;A0A087SQJ2,LZ5-I_3,-0.902135258283595,0.197750586429521,-4.56198524905573,9,0.00136239855323872,0.00490463479165939,NA,0.590909090909091,0.590909090909091
E1Z342;A0A087SQJ2,LZ5-III_3,0.346944152892705,0.197750586429521,1.7544532188599,9,0.113247192178527,0.146864011779064,NA,0.409090909090909,0.409090909090909
E1Z5A0,III_3-I_3,-Inf,NA,NA,NA,NA,0,oneConditionMissing,0.708333333333333,0.208333333333333
E1Z5A0,LZ5-I_3,0.0400965493829088,0.124181765846629,0.322885965661257,4,0.762955271353835,0.819892231902629,NA,0.318181818181818,0.318181818181818
E1Z5A0,LZ5-III_3,Inf,NA,NA,NA,NA,0,oneConditionMissing,0.636363636363636,0.0909090909090909
